Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,No,Travel_Rarely,Research & Development,2,4,Technical Degree,721,4,Female,2,2,Healthcare Representative,3,Single,"(1000, 6500]",1,No,11,3,1,0,20,4,3,20,7,11,10
32,No,Travel_Rarely,Sales,10,3,Marketing,722,4,Male,3,2,Sales Executive,4,Single,"(1000, 6500]",1,No,12,3,4,0,10,2,2,10,7,0,8
50,Yes,Travel_Frequently,Sales,8,2,Technical Degree,723,2,Male,3,2,Sales Executive,3,Married,"(6500, 19999]",3,Yes,14,3,1,1,18,4,3,4,3,1,3
38,No,Travel_Rarely,Research & Development,1,4,Life Sciences,724,2,Female,4,2,Healthcare Representative,4,Single,"(6500, 19999]",0,No,13,3,3,0,10,4,2,9,7,1,8
27,No,Travel_Rarely,Research & Development,1,2,Life Sciences,725,3,Female,3,3,Manufacturing Director,1,Married,"(6500, 19999]",1,No,11,3,4,0,9,3,3,9,7,0,7
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,727,3,Female,3,3,Research Director,4,Single,"(6500, 19999]",3,No,15,3,4,0,10,6,3,7,7,7,7
47,No,Travel_Rarely,Sales,14,4,Marketing,728,4,Male,3,2,Sales Executive,1,Single,"(1000, 6500]",2,No,12,3,4,0,20,2,3,7,7,1,7
40,No,Travel_Frequently,Sales,5,4,Life Sciences,729,4,Male,2,3,Sales Executive,1,Married,"(6500, 19999]",5,Yes,21,4,3,1,20,2,3,18,13,1,12
53,No,Travel_Rarely,Research & Development,7,3,Life Sciences,730,3,Male,4,4,Research Director,3,Married,"(6500, 19999]",3,No,19,3,3,0,32,3,3,5,1,1,3
41,No,Travel_Rarely,Human Resources,10,4,Human Resources,731,2,Male,2,5,Manager,4,Divorced,"(6500, 19999]",3,No,15,3,2,3,23,2,2,21,6,12,6
60,No,Travel_Rarely,Sales,16,4,Marketing,732,1,Male,3,2,Sales Executive,1,Single,"(1000, 6500]",8,No,14,3,4,0,10,1,3,2,2,2,2
27,No,Travel_Frequently,Research & Development,10,2,Life Sciences,733,4,Male,3,3,Manufacturing Director,1,Divorced,"(6500, 19999]",1,No,21,4,3,2,9,4,2,9,7,1,7
41,No,Travel_Rarely,Human Resources,1,3,Human Resources,734,4,Male,2,5,Manager,3,Married,"(6500, 19999]",1,No,12,3,2,1,22,3,3,22,7,2,10
50,No,Travel_Rarely,Sales,8,4,Marketing,738,4,Male,3,1,Sales Representative,2,Married,"(1000, 6500]",7,No,15,3,4,1,4,2,3,2,2,2,2
28,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,741,1,Female,1,1,Research Scientist,2,Single,"(1000, 6500]",7,Yes,13,3,4,0,10,4,3,7,7,3,7
36,No,Non-Travel,Research & Development,8,3,Life Sciences,742,1,Female,4,3,Research Director,1,Married,"(6500, 19999]",9,No,14,3,1,1,10,2,3,8,7,0,5
38,No,Travel_Rarely,Research & Development,1,3,Life Sciences,743,3,Female,3,3,Manufacturing Director,3,Single,"(6500, 19999]",4,Yes,14,3,4,0,10,4,4,1,0,0,0
44,No,Non-Travel,Research & Development,24,3,Medical,744,1,Male,1,1,Laboratory Technician,3,Single,"(1000, 6500]",2,No,14,3,3,0,9,5,3,5,2,1,4
47,No,Travel_Frequently,Sales,3,3,Medical,746,4,Female,3,4,Sales Executive,3,Divorced,"(6500, 19999]",9,Yes,12,3,4,2,28,2,2,22,2,11,13
30,No,Travel_Rarely,Sales,27,5,Marketing,747,3,Male,3,2,Sales Executive,4,Divorced,"(1000, 6500]",7,No,23,4,4,1,10,2,2,8,7,7,7
29,No,Travel_Rarely,Sales,10,3,Life Sciences,749,3,Male,3,1,Sales Representative,3,Single,"(1000, 6500]",1,No,11,3,3,0,1,6,3,1,0,0,0
42,Yes,Travel_Frequently,Research & Development,19,3,Medical,752,3,Male,4,1,Research Scientist,3,Divorced,"(1000, 6500]",6,Yes,12,3,4,0,7,2,3,2,2,2,2
43,No,Travel_Frequently,Sales,15,3,Life Sciences,754,4,Male,2,2,Sales Executive,4,Married,"(6500, 19999]",3,No,18,3,3,1,7,5,3,2,2,2,2
34,No,Travel_Rarely,Research & Development,8,2,Medical,757,2,Female,3,2,Healthcare Representative,3,Single,"(1000, 6500]",3,No,11,3,4,0,10,2,3,5,1,4,3
23,No,Travel_Rarely,Research & Development,9,1,Medical,758,2,Male,3,1,Laboratory Technician,1,Married,"(1000, 6500]",1,No,14,3,4,1,5,2,4,4,3,0,2
39,No,Travel_Rarely,Human Resources,3,3,Human Resources,760,3,Female,4,2,Human Resources,2,Married,"(1000, 6500]",9,No,15,3,3,1,12,3,1,8,3,3,6
56,No,Travel_Rarely,Research & Development,9,3,Medical,762,3,Male,3,4,Healthcare Representative,4,Married,"(6500, 19999]",7,No,11,3,3,0,30,1,2,10,7,1,1
40,No,Travel_Rarely,Research & Development,2,1,Medical,763,4,Female,2,1,Research Scientist,4,Single,"(1000, 6500]",0,Yes,20,4,4,0,5,2,2,4,2,2,3
27,No,Travel_Rarely,Research & Development,7,3,Medical,764,4,Female,2,2,Healthcare Representative,1,Single,"(6500, 19999]",8,No,19,3,1,0,9,2,1,7,6,0,7
29,No,Travel_Rarely,Sales,10,3,Marketing,766,4,Male,3,1,Sales Representative,2,Divorced,"(1000, 6500]",1,No,14,3,4,2,2,2,3,2,2,2,2
53,No,Travel_Rarely,Research & Development,6,3,Life Sciences,769,4,Male,3,2,Laboratory Technician,4,Single,"(1000, 6500]",2,No,17,3,4,0,19,4,3,2,2,2,2
35,No,Non-Travel,Research & Development,2,4,Life Sciences,771,4,Female,3,2,Healthcare Representative,1,Divorced,"(1000, 6500]",2,No,11,3,1,1,16,2,4,1,0,0,0
32,No,Travel_Frequently,Research & Development,24,4,Life Sciences,772,1,Male,3,2,Laboratory Technician,4,Married,"(1000, 6500]",1,No,15,3,4,2,10,2,3,10,8,4,7
38,No,Travel_Rarely,Research & Development,2,5,Medical,773,4,Male,3,1,Research Scientist,3,Married,"(1000, 6500]",6,Yes,13,3,2,1,6,0,1,1,0,0,1
34,No,Travel_Rarely,Research & Development,8,5,Life Sciences,775,2,Female,3,2,Manufacturing Director,1,Divorced,"(1000, 6500]",3,No,14,3,3,1,7,3,3,0,0,0,0
52,No,Travel_Rarely,Sales,3,4,Marketing,776,3,Male,2,4,Manager,1,Married,"(6500, 19999]",1,No,11,3,1,0,34,3,4,34,6,1,16
33,Yes,Travel_Rarely,Research & Development,1,4,Other,780,4,Male,3,1,Research Scientist,4,Single,"(1000, 6500]",1,Yes,13,3,3,0,10,2,2,10,9,7,8
25,No,Travel_Rarely,Sales,26,1,Medical,781,3,Female,3,2,Sales Executive,4,Single,"(1000, 6500]",1,No,23,4,2,0,6,5,2,6,5,1,4
45,No,Travel_Rarely,Sales,2,2,Technical Degree,783,2,Male,1,2,Sales Representative,3,Single,"(6500, 19999]",0,No,13,3,1,0,9,3,3,8,7,3,1
23,No,Travel_Rarely,Research & Development,10,1,Medical,784,1,Male,4,1,Research Scientist,3,Single,"(1000, 6500]",1,No,18,3,4,0,2,3,3,2,2,0,2
47,Yes,Travel_Frequently,Sales,27,2,Life Sciences,785,2,Female,4,2,Sales Executive,3,Single,"(1000, 6500]",4,Yes,12,3,4,0,8,2,3,5,4,1,3
34,No,Travel_Rarely,Sales,2,3,Other,786,4,Male,3,2,Sales Executive,4,Single,"(1000, 6500]",1,No,22,4,3,0,6,5,3,6,5,1,4
55,Yes,Travel_Rarely,Research & Development,2,3,Medical,787,4,Male,3,5,Manager,1,Married,"(6500, 19999]",5,Yes,13,3,4,1,24,2,3,5,2,1,4
36,No,Non-Travel,Sales,8,4,Life Sciences,789,1,Male,2,3,Sales Executive,1,Single,"(6500, 19999]",1,No,15,3,2,0,10,1,3,10,7,0,9
52,No,Non-Travel,Research & Development,19,4,Medical,791,4,Male,3,1,Research Scientist,4,Married,"(1000, 6500]",0,No,18,3,1,1,5,3,3,4,3,1,2
26,No,Travel_Frequently,Research & Development,1,2,Life Sciences,792,1,Female,1,1,Laboratory Technician,4,Divorced,"(1000, 6500]",3,No,14,3,1,1,5,2,3,2,2,2,0
29,No,Travel_Rarely,Research & Development,27,3,Medical,793,2,Female,3,2,Healthcare Representative,3,Married,"(1000, 6500]",4,No,12,3,1,1,11,3,2,8,7,1,1
26,Yes,Travel_Rarely,Sales,8,3,Technical Degree,796,4,Male,2,2,Sales Executive,1,Single,"(1000, 6500]",6,No,17,3,3,0,6,2,2,4,3,1,2
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,797,2,Female,4,1,Research Scientist,4,Single,"(1000, 6500]",2,No,16,3,3,0,10,2,3,4,2,1,3
54,No,Travel_Rarely,Research & Development,19,4,Medical,799,4,Female,3,2,Manufacturing Director,1,Divorced,"(1000, 6500]",9,Yes,11,3,2,2,9,4,3,5,3,1,4
27,No,Travel_Frequently,Sales,8,1,Marketing,800,3,Male,3,2,Sales Executive,4,Married,"(1000, 6500]",0,No,19,3,2,1,5,3,3,4,2,1,1
37,No,Travel_Rarely,Research & Development,10,1,Life Sciences,802,4,Female,3,1,Research Scientist,1,Divorced,"(1000, 6500]",0,Yes,13,3,2,2,6,3,2,5,3,4,3
38,No,Travel_Frequently,Research & Development,2,4,Life Sciences,803,1,Female,4,2,Manufacturing Director,1,Single,"(1000, 6500]",6,Yes,12,3,4,0,17,2,3,15,7,4,12
34,No,Travel_Rarely,Research & Development,2,4,Medical,804,3,Female,2,1,Research Scientist,1,Single,"(1000, 6500]",1,No,11,3,3,0,6,3,3,6,5,1,3
35,No,Travel_Rarely,Sales,8,4,Life Sciences,805,1,Female,3,1,Sales Representative,4,Married,"(1000, 6500]",1,No,16,3,2,1,3,1,2,3,2,0,2
30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,806,4,Male,1,1,Laboratory Technician,3,Married,"(1000, 6500]",3,No,21,4,3,2,7,2,3,2,2,0,2
40,No,Travel_Frequently,Research & Development,2,2,Medical,807,3,Female,4,2,Healthcare Representative,2,Married,"(1000, 6500]",1,No,24,4,4,1,8,2,3,8,7,3,7
34,No,Travel_Rarely,Sales,8,2,Life Sciences,808,3,Female,3,2,Sales Executive,1,Married,"(1000, 6500]",5,No,17,3,2,1,6,1,3,3,2,1,2
42,No,Travel_Frequently,Research & Development,8,3,Life Sciences,809,2,Male,3,5,Manager,4,Divorced,"(6500, 19999]",1,No,13,3,2,1,24,4,2,24,7,14,9
23,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,811,3,Male,4,1,Laboratory Technician,1,Married,"(1000, 6500]",1,Yes,21,4,3,2,1,2,3,0,0,0,0
24,No,Non-Travel,Research & Development,9,3,Life Sciences,812,3,Male,2,1,Laboratory Technician,2,Divorced,"(1000, 6500]",1,No,11,3,3,3,1,4,3,1,0,0,0
52,No,Travel_Rarely,Research & Development,11,4,Life Sciences,813,4,Female,3,2,Laboratory Technician,3,Married,"(1000, 6500]",8,No,20,4,2,1,9,3,3,5,2,1,4
50,No,Travel_Rarely,Research & Development,2,3,Medical,815,3,Male,3,4,Research Director,3,Married,"(6500, 19999]",5,No,16,3,4,0,30,3,3,4,3,0,3
29,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,816,2,Female,2,1,Laboratory Technician,1,Married,"(1000, 6500]",1,Yes,11,3,4,1,1,1,3,1,0,0,0
33,No,Travel_Rarely,Research & Development,7,3,Medical,817,3,Male,3,3,Research Director,3,Married,"(6500, 19999]",0,No,11,3,4,0,14,3,4,13,9,3,7
33,Yes,Travel_Rarely,Sales,16,3,Marketing,819,1,Female,3,2,Sales Executive,1,Single,"(1000, 6500]",5,No,15,3,3,0,6,3,3,3,2,0,2
47,No,Travel_Rarely,Research & Development,2,2,Other,820,3,Female,3,4,Manager,4,Married,"(6500, 19999]",1,Yes,11,3,3,1,26,3,2,26,14,3,0
36,No,Travel_Rarely,Research & Development,1,3,Other,823,3,Female,3,2,Manufacturing Director,2,Married,"(1000, 6500]",0,No,15,3,1,1,10,2,3,9,7,0,5
29,No,Travel_Rarely,Research & Development,23,2,Life Sciences,824,3,Male,4,1,Research Scientist,3,Married,"(1000, 6500]",1,No,24,4,3,1,10,3,3,10,7,0,7
58,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,825,4,Male,3,5,Research Director,2,Single,"(6500, 19999]",7,Yes,12,3,4,0,40,2,3,31,15,13,8
35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,826,4,Female,4,1,Research Scientist,3,Single,"(1000, 6500]",3,No,13,3,3,0,7,0,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,827,4,Female,2,2,Manufacturing Director,4,Married,"(1000, 6500]",9,Yes,13,3,4,1,8,4,3,4,3,0,2
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,828,3,Male,3,1,Research Scientist,3,Single,"(1000, 6500]",6,No,17,3,4,0,5,3,2,2,2,2,1
36,No,Travel_Rarely,Human Resources,13,3,Human Resources,829,3,Male,3,1,Human Resources,2,Married,"(1000, 6500]",4,No,13,3,2,1,8,2,3,5,2,0,4
32,No,Travel_Rarely,Research & Development,4,3,Life Sciences,830,3,Female,2,2,Manufacturing Director,3,Married,"(1000, 6500]",1,No,12,3,3,1,14,3,3,14,13,6,8
40,No,Travel_Frequently,Research & Development,16,4,Medical,832,1,Male,2,2,Laboratory Technician,3,Single,"(1000, 6500]",6,No,14,3,4,0,10,6,3,1,0,0,0
30,No,Travel_Rarely,Research & Development,2,3,Medical,833,3,Female,2,2,Manufacturing Director,4,Single,"(6500, 19999]",5,Yes,24,4,2,0,12,4,2,0,0,0,0
45,No,Travel_Rarely,Research & Development,2,3,Life Sciences,834,2,Female,2,1,Research Scientist,3,Single,"(1000, 6500]",1,No,14,3,4,0,1,3,3,1,0,0,0
42,No,Travel_Rarely,Research & Development,29,3,Life Sciences,836,2,Male,3,2,Manufacturing Director,2,Married,"(1000, 6500]",1,No,13,3,4,1,10,3,2,9,8,7,8
38,No,Travel_Frequently,Research & Development,12,3,Life Sciences,837,1,Male,2,2,Healthcare Representative,1,Divorced,"(1000, 6500]",2,No,15,3,3,1,13,3,2,4,3,1,2
34,No,Travel_Frequently,Research & Development,16,4,Life Sciences,838,3,Female,2,1,Research Scientist,4,Single,"(1000, 6500]",1,No,16,3,3,0,6,3,3,5,2,1,3
49,Yes,Travel_Rarely,Sales,11,3,Marketing,840,3,Female,3,3,Sales Executive,4,Married,"(6500, 19999]",1,No,18,3,1,2,9,3,4,9,8,7,7
55,Yes,Travel_Rarely,Sales,2,1,Medical,842,3,Male,3,2,Sales Executive,4,Single,"(1000, 6500]",4,No,16,3,3,0,12,3,2,9,7,7,3
43,No,Travel_Rarely,Research & Development,14,2,Life Sciences,843,2,Male,3,4,Research Director,1,Married,"(6500, 19999]",6,No,24,4,3,1,22,3,3,4,1,1,0
27,No,Travel_Rarely,Research & Development,5,1,Technical Degree,844,3,Male,2,3,Research Director,4,Divorced,"(6500, 19999]",1,Yes,16,3,2,1,9,3,3,9,8,0,8
35,No,Travel_Rarely,Research & Development,7,3,Other,845,3,Male,3,3,Manufacturing Director,3,Single,"(6500, 19999]",3,No,21,4,2,0,17,3,4,8,5,1,6
28,No,Travel_Rarely,Sales,2,4,Marketing,846,2,Female,3,2,Sales Executive,2,Married,"(1000, 6500]",1,Yes,20,4,1,0,8,2,3,8,7,7,5
34,No,Travel_Rarely,Human Resources,3,2,Human Resources,847,3,Male,3,1,Human Resources,4,Married,"(1000, 6500]",0,No,19,3,3,1,4,1,1,3,2,0,2
26,Yes,Travel_Frequently,Research & Development,5,2,Medical,848,3,Female,2,1,Research Scientist,3,Married,"(1000, 6500]",1,Yes,14,3,1,1,8,2,3,8,7,1,7
27,No,Non-Travel,Research & Development,3,3,Medical,850,4,Male,3,1,Research Scientist,4,Married,"(1000, 6500]",1,No,11,3,3,3,0,6,2,0,0,0,0
51,No,Travel_Rarely,Sales,26,4,Marketing,851,1,Female,3,4,Manager,3,Married,"(6500, 19999]",2,No,14,3,3,1,29,2,2,20,6,4,17
44,No,Travel_Rarely,Research & Development,4,3,Medical,852,4,Male,3,2,Healthcare Representative,2,Single,"(1000, 6500]",9,No,12,3,4,0,10,2,2,5,2,2,3
25,No,Travel_Rarely,Research & Development,2,1,Medical,854,1,Male,4,1,Research Scientist,1,Single,"(1000, 6500]",7,No,13,3,3,0,6,3,2,4,3,0,1
33,No,Travel_Rarely,Sales,1,3,Medical,855,1,Male,4,2,Sales Executive,1,Divorced,"(1000, 6500]",1,No,22,4,1,1,9,5,3,9,8,0,8
35,No,Travel_Rarely,Research & Development,27,1,Medical,856,3,Female,2,1,Research Scientist,1,Single,"(1000, 6500]",1,No,11,3,4,0,6,3,2,6,5,1,1
36,No,Travel_Rarely,Sales,1,2,Life Sciences,857,2,Male,3,2,Sales Executive,4,Married,"(1000, 6500]",1,Yes,14,3,4,1,18,1,2,18,14,4,11
32,No,Travel_Rarely,Sales,13,4,Life Sciences,859,2,Male,3,2,Sales Executive,4,Divorced,"(1000, 6500]",2,No,11,3,3,1,8,3,2,5,2,0,3
30,No,Travel_Frequently,Research & Development,5,4,Life Sciences,861,2,Male,2,1,Research Scientist,4,Divorced,"(1000, 6500]",9,No,12,3,2,1,10,3,2,5,4,0,3
53,No,Travel_Rarely,Sales,7,2,Marketing,862,1,Female,2,3,Sales Executive,4,Married,"(6500, 19999]",7,Yes,18,3,4,1,35,3,3,5,2,0,4
45,No,Travel_Rarely,Sales,9,3,Marketing,864,4,Male,3,3,Sales Executive,1,Divorced,"(6500, 19999]",4,Yes,12,3,3,1,18,2,3,5,4,0,2
32,No,Travel_Rarely,Research & Development,8,2,Medical,865,3,Female,4,2,Research Scientist,3,Married,"(1000, 6500]",5,No,12,3,3,1,9,3,2,5,3,1,3
52,No,Travel_Frequently,Research & Development,25,4,Medical,867,3,Female,2,4,Manufacturing Director,4,Married,"(6500, 19999]",3,No,22,4,3,0,31,3,3,9,8,0,0
37,No,Travel_Rarely,Sales,16,4,Marketing,868,4,Male,2,2,Sales Executive,3,Divorced,"(1000, 6500]",4,No,19,3,4,2,9,2,3,1,0,0,0
28,No,Travel_Rarely,Human Resources,8,2,Medical,869,2,Male,2,1,Human Resources,4,Divorced,"(1000, 6500]",1,No,13,3,4,1,6,6,3,5,1,0,4
22,No,Travel_Rarely,Research & Development,1,2,Life Sciences,872,4,Male,2,2,Manufacturing Director,4,Married,"(1000, 6500]",6,No,22,4,1,2,4,2,1,2,2,2,2
44,No,Travel_Rarely,Research & Development,8,4,Life Sciences,874,1,Male,4,1,Laboratory Technician,4,Married,"(1000, 6500]",2,Yes,24,4,3,1,10,2,2,3,2,0,2
42,No,Travel_Frequently,Research & Development,2,1,Medical,875,2,Male,3,1,Research Scientist,4,Single,"(1000, 6500]",5,Yes,14,3,4,0,8,2,3,2,1,2,2
36,No,Travel_Rarely,Human Resources,8,3,Life Sciences,878,1,Male,2,1,Human Resources,1,Married,"(1000, 6500]",0,No,21,4,3,0,6,3,3,5,4,0,3
25,No,Travel_Rarely,Sales,3,1,Other,879,3,Male,3,2,Sales Executive,1,Married,"(1000, 6500]",1,Yes,18,3,4,0,5,3,3,5,3,0,3
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,880,4,Female,2,3,Manufacturing Director,3,Married,"(6500, 19999]",1,Yes,20,4,2,1,17,2,3,17,14,5,15
35,Yes,Travel_Frequently,Research & Development,25,4,Life Sciences,881,4,Female,3,1,Research Scientist,2,Divorced,"(1000, 6500]",1,Yes,19,3,1,1,10,3,2,10,2,7,8
32,No,Non-Travel,Research & Development,1,3,Life Sciences,882,4,Male,3,1,Laboratory Technician,4,Divorced,"(1000, 6500]",0,No,12,3,2,1,4,2,3,3,0,0,2
25,No,Travel_Rarely,Sales,4,1,Marketing,885,3,Male,2,2,Sales Executive,1,Married,"(1000, 6500]",1,No,12,3,1,0,5,1,4,5,2,0,3
49,No,Travel_Rarely,Research & Development,1,3,Technical Degree,887,3,Female,3,1,Research Scientist,1,Married,"(1000, 6500]",2,No,16,3,2,1,7,2,3,4,2,0,2
24,No,Non-Travel,Research & Development,4,1,Life Sciences,888,1,Male,2,1,Laboratory Technician,4,Married,"(1000, 6500]",0,No,17,3,4,0,6,2,2,5,2,3,4
32,No,Travel_Frequently,Sales,5,2,Life Sciences,889,2,Male,3,2,Sales Executive,2,Married,"(6500, 19999]",1,No,14,3,4,1,10,3,3,10,8,5,3
38,No,Travel_Rarely,Sales,9,3,Marketing,893,2,Male,2,1,Sales Representative,2,Married,"(1000, 6500]",0,No,19,3,4,1,3,3,3,2,2,1,2
42,No,Travel_Rarely,Research & Development,3,3,Life Sciences,894,3,Female,4,2,Laboratory Technician,4,Married,"(1000, 6500]",2,Yes,13,3,2,1,17,1,2,5,3,1,3
31,No,Travel_Rarely,Research & Development,11,4,Life Sciences,895,4,Male,3,1,Research Scientist,4,Married,"(1000, 6500]",3,Yes,19,3,2,1,8,2,3,6,4,0,2
29,Yes,Travel_Rarely,Sales,1,3,Medical,896,2,Female,2,1,Sales Representative,3,Divorced,"(1000, 6500]",6,Yes,19,3,3,3,5,3,3,3,2,0,2
53,No,Travel_Rarely,Sales,8,3,Marketing,897,1,Male,3,4,Sales Executive,4,Married,"(6500, 19999]",5,No,14,3,3,1,28,3,3,2,0,2,2
35,No,Travel_Rarely,Research & Development,25,3,Technical Degree,899,4,Male,2,3,Manufacturing Director,2,Married,"(6500, 19999]",3,No,16,3,1,0,16,2,3,13,10,4,8
37,No,Travel_Frequently,Sales,21,2,Medical,900,3,Female,3,1,Sales Representative,4,Married,"(1000, 6500]",5,No,15,3,2,1,10,3,3,5,4,0,0
53,No,Travel_Rarely,Research & Development,23,4,Life Sciences,901,4,Female,3,4,Research Director,4,Single,"(6500, 19999]",6,No,18,3,3,0,33,0,3,12,9,3,8
43,No,Travel_Frequently,Research & Development,1,3,Life Sciences,902,4,Female,3,2,Healthcare Representative,4,Married,"(1000, 6500]",4,No,13,3,2,1,12,2,2,5,2,2,2
47,No,Travel_Rarely,Sales,2,2,Marketing,903,3,Female,3,2,Sales Executive,4,Married,"(1000, 6500]",0,Yes,22,4,1,1,8,2,3,7,6,7,7
37,No,Non-Travel,Sales,19,2,Medical,904,1,Male,3,3,Sales Executive,2,Single,"(6500, 19999]",1,Yes,13,3,4,0,10,2,3,10,0,0,9
50,No,Non-Travel,Research & Development,2,4,Life Sciences,905,1,Male,3,4,Manager,1,Divorced,"(6500, 19999]",1,No,11,3,4,1,31,3,3,31,6,14,7
39,No,Travel_Rarely,Human Resources,2,3,Life Sciences,909,4,Female,2,2,Human Resources,4,Married,"(1000, 6500]",8,No,11,3,3,2,13,2,3,5,4,0,4
33,No,Travel_Rarely,Human Resources,3,2,Human Resources,910,4,Male,3,1,Human Resources,2,Divorced,"(1000, 6500]",3,Yes,11,3,3,1,7,4,4,4,3,0,3
32,Yes,Travel_Rarely,Research & Development,25,4,Life Sciences,911,1,Male,3,1,Laboratory Technician,4,Single,"(1000, 6500]",1,Yes,24,4,3,0,1,2,1,1,0,0,1
29,No,Travel_Rarely,Research & Development,7,1,Medical,912,1,Female,2,1,Laboratory Technician,4,Divorced,"(1000, 6500]",6,No,14,3,3,3,8,5,3,4,3,0,3
44,No,Travel_Rarely,Research & Development,9,2,Life Sciences,913,2,Male,3,1,Research Scientist,1,Married,"(1000, 6500]",1,Yes,13,3,4,0,8,0,3,8,7,7,1
28,No,Travel_Rarely,Sales,5,4,Medical,916,1,Male,3,2,Sales Executive,4,Single,"(1000, 6500]",1,No,14,3,2,0,4,3,3,4,2,0,2
58,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,918,4,Male,2,1,Laboratory Technician,4,Divorced,"(1000, 6500]",9,Yes,14,3,4,1,3,3,2,1,0,0,0
43,No,Travel_Rarely,Research & Development,8,3,Life Sciences,920,1,Female,3,2,Manufacturing Director,2,Divorced,"(1000, 6500]",4,No,21,4,3,1,4,2,4,1,0,0,0
20,Yes,Travel_Rarely,Sales,2,3,Medical,922,3,Female,2,1,Sales Representative,3,Single,"(1000, 6500]",1,No,13,3,4,0,2,3,2,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,18,1,Other,923,4,Female,3,1,Research Scientist,4,Single,"(1000, 6500]",1,No,19,3,1,0,1,3,2,1,0,0,0
36,No,Travel_Rarely,Research & Development,14,1,Life Sciences,924,3,Male,3,2,Healthcare Representative,4,Married,"(6500, 19999]",0,Yes,17,3,1,1,17,2,2,16,8,4,11
47,No,Travel_Rarely,Sales,2,4,Life Sciences,925,4,Female,2,1,Sales Representative,4,Single,"(1000, 6500]",1,Yes,18,3,1,0,3,3,2,3,2,1,2
22,Yes,Travel_Rarely,Research & Development,3,1,Life Sciences,926,2,Female,3,2,Manufacturing Director,3,Married,"(1000, 6500]",0,Yes,19,3,1,1,4,3,4,3,2,0,2
41,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,927,2,Female,1,1,Laboratory Technician,4,Divorced,"(1000, 6500]",4,Yes,13,3,3,1,10,1,2,7,7,1,0
28,No,Travel_Rarely,Research & Development,9,3,Medical,930,3,Female,3,1,Research Scientist,3,Divorced,"(1000, 6500]",5,No,18,3,2,1,6,2,3,2,2,2,2
39,Yes,Travel_Rarely,Research & Development,6,3,Medical,932,4,Male,3,1,Laboratory Technician,1,Married,"(1000, 6500]",7,Yes,21,4,4,0,8,2,1,2,2,2,2
27,No,Travel_Rarely,Research & Development,4,3,Life Sciences,933,2,Female,3,1,Research Scientist,3,Single,"(1000, 6500]",1,No,19,3,3,0,1,2,3,1,1,0,0
34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,934,2,Male,3,1,Laboratory Technician,2,Divorced,"(1000, 6500]",1,No,14,3,2,2,1,3,3,1,0,1,0
42,No,Travel_Rarely,Sales,14,2,Medical,936,3,Female,2,2,Sales Executive,3,Single,"(1000, 6500]",7,No,17,3,1,0,10,6,3,5,4,0,3
33,No,Travel_Rarely,Research & Development,1,4,Other,939,3,Male,2,1,Research Scientist,1,Single,"(1000, 6500]",3,Yes,11,3,2,0,6,1,3,3,2,0,2
58,No,Travel_Rarely,Research & Development,5,3,Technical Degree,940,3,Female,2,3,Healthcare Representative,2,Divorced,"(6500, 19999]",2,Yes,13,3,4,1,24,3,3,6,0,0,4
31,No,Travel_Rarely,Sales,7,4,Life Sciences,941,2,Male,2,1,Sales Representative,3,Married,"(1000, 6500]",3,No,15,3,2,0,13,2,4,7,7,5,2
35,No,Travel_Rarely,Research & Development,21,1,Life Sciences,942,4,Female,3,2,Healthcare Representative,4,Married,"(1000, 6500]",1,Yes,25,4,4,1,10,2,1,10,6,0,7
49,No,Travel_Rarely,Research & Development,8,2,Other,944,1,Female,3,3,Laboratory Technician,2,Married,"(6500, 19999]",4,No,11,3,3,1,29,3,2,26,9,1,7
48,No,Travel_Rarely,Research & Development,20,4,Medical,945,4,Male,3,1,Research Scientist,3,Married,"(1000, 6500]",4,No,17,3,1,2,13,2,2,0,0,0,0
31,No,Non-Travel,Sales,20,2,Marketing,947,4,Female,3,2,Sales Executive,3,Married,"(6500, 19999]",1,No,13,3,4,1,9,2,2,9,8,0,0
36,No,Travel_Rarely,Research & Development,7,4,Other,949,2,Male,3,1,Research Scientist,4,Single,"(1000, 6500]",2,No,18,3,3,0,8,6,3,6,2,0,1
